source,external_id,title,price,mileage,location,link,first_seen,last_seen,days_on_market,is_delisted
autotrader,19_13055585_,1997 Honda CR-V,700,300000,VANCOUVER,https://www.autotrader.ca/a/honda/cr-v/vancouver/british%20columbia/19_13055585_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13064467_,2006 Honda CR-V 4WD EX Auto,4000,292000,SQUAMISH,https://www.autotrader.ca/a/honda/cr-v/squamish/british%20columbia/19_13064467_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13062268_,2001 Honda CR-V 4WD EX Auto,4800,320000,VANCOUVER,https://www.autotrader.ca/a/honda/cr-v/vancouver/british%20columbia/19_13062268_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,65524107,2002 Toyota RAV4 4WD,4900,297545,RICHMOND,https://www.autotrader.ca/a/toyota/rav4/richmond/british%20columbia/5_65524107_20250219225513022/,2025-04-01T05:30:53,2025-04-01T05:30:53,0.0,0
autotrader,65583038,2002 Toyota RAV4 Auto 4WD [BC LOCAL / DEALER SERVICED],5800,260000,VANCOUVER,https://www.autotrader.ca/a/toyota/rav4/vancouver/british%20columbia/5_65583038_20250219164236420/,2025-04-01T05:30:53,2025-04-01T05:30:53,0.0,0
autotrader,19_13039197_,2002 Toyota RAV4 4dr Auto 4WD,6000,285000,DELTA,https://www.autotrader.ca/a/toyota/rav4/delta/british%20columbia/19_13039197_/,2025-04-01T05:30:53,2025-04-01T05:30:53,0.0,0
autotrader,65769860,2003 Honda CR-V EX 4x4,6500,224734,RICHMOND,https://www.autotrader.ca/a/honda/cr-v/richmond/british%20columbia/5_65769860_20240507155345269/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13063850_,2008 Honda CR-V 4WD 5dr LX,6500,233341,COLDSTREAM,https://www.autotrader.ca/a/honda/cr-v/coldstream/british%20columbia/19_13063850_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13062456_,2008 Honda CR-V 4WD 5dr EX-L w-Navi,6500,252000,SURREY,https://www.autotrader.ca/a/honda/cr-v/surrey/british%20columbia/19_13062456_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13028188_,2008 Honda CR-V 4WD 5dr EX,6500,280000,SURREY,https://www.autotrader.ca/a/honda/cr-v/surrey/british%20columbia/19_13028188_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13063157_,2005 Honda CR-V 4WD LX Auto,7250,350000,VANCOUVER,https://www.autotrader.ca/a/honda/cr-v/vancouver/british%20columbia/19_13063157_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,65391544,2013 Mazda CX-5 GT | Leather | Sunroof | Heated Seats,7995,261503,VICTORIA,https://www.autotrader.ca/a/mazda/cx-5/victoria/british%20columbia/5_65391544_20160304162757877/,2025-04-01T04:37:11,2025-04-01T05:30:53,0.037,0
autotrader,19_13055816_,2008 Honda CR-V 4WD 5dr EX-L,8500,212132,SURREY,https://www.autotrader.ca/a/honda/cr-v/surrey/british%20columbia/19_13055816_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,19_13062263_,2007 Honda CR-V 4WD 5dr LX,8700,257000,WHISTLER,https://www.autotrader.ca/a/honda/cr-v/whistler/british%20columbia/19_13062263_/,2025-04-01T05:26:11,2025-04-01T05:30:53,0.003,0
autotrader,65728193,2001 Toyota RAV4 4dr AUTO 4WD,8900,195206,SURREY,https://www.autotrader.ca/a/toyota/rav4/surrey/british%20columbia/5_65728193_20241011191238131/,2025-04-01T05:30:53,2025-04-01T05:30:53,0.0,0
autotrader,19_13040225_,2001 Toyota RAV4 4dr Auto 4WD,9000,305500,COQUITLAM,https://www.autotrader.ca/a/toyota/rav4/coquitlam/british%20columbia/19_13040225_/,2025-04-01T05:30:53,2025-04-01T05:30:53,0.0,0
